Type,Adjective,Noun,HEX,OKLCH_L,OKLCH_C,OKLCH_H,ERP_Code,Note,Tags,Sheen,Profile,Visual_Pattern,Tactile_Texture,Material,Illuminant,Observer,Measurement_Method,Measurement_Date,Measurement_Device,R400 nm,R410 nm,R420 nm,R430 nm,R440 nm,R450 nm,R460 nm,R470 nm,R480 nm,R490 nm,R500 nm,R510 nm,R520 nm,R530 nm,R540 nm,R550 nm,R560 nm,R570 nm,R580 nm,R590 nm,R600 nm,R610 nm,R620 nm,R630 nm,R640 nm,R650 nm,R660 nm,R670 nm,R680 nm,R690 nm,R700 nm,Spectral
DB,eliasWoodwork,Summer Haze Cherry,#937968,0.5963186596878914,0.04077773732262525,55.76443054156408,,,Wood Stains,,,,,,D65,10,M1,2026-07-02T15:43:33.933Z,Nix Spectro L,9.96699557e-2,1.21743414e-1,1.34676218e-1,1.40589052e-1,1.44100556e-1,1.46764848e-1,1.48725605e-1,1.50256076e-1,1.52648893e-1,1.56666812e-1,1.62620911e-1,1.69601128e-1,1.76639584e-1,1.83048207e-1,1.88860178e-1,1.95783880e-1,2.06727624e-1,2.19713661e-1,2.29963794e-1,2.39845857e-1,2.49481723e-1,2.60936579e-1,2.72863650e-1,2.80595684e-1,2.87181687e-1,2.96232420e-1,3.04588324e-1,3.12863398e-1,3.19997728e-1,3.26507968e-1,3.31805485e-1,"[0.0996699557,0.121743414,0.134676218,0.140589052,0.144100556,0.146764848,0.148725605,0.150256076,0.152648893,0.156666812,0.162620911,0.169601128,0.176639584,0.183048207,0.188860178,0.19578388,0.206727624,0.219713661,0.229963794,0.239845857,0.249481723,0.260936579,0.27286365,0.280595684,0.287181687,0.29623242,0.304588324,0.312863398,0.319997728,0.326507968,0.331805485]"
DB,eliasWoodwork,Willow Bark Cherry,#78553f,0.48101939866694116,0.057260853667374614,53.6815352878138,,,Wood Stains,,,,,,D65,10,M1,2026-07-02T15:44:33.638Z,Nix Spectro L,2.91968931e-2,4.02717493e-2,4.74127352e-2,5.10919303e-2,5.38057134e-2,5.57350591e-2,5.72236151e-2,5.86971149e-2,6.08682767e-2,6.41691498e-2,6.81666933e-2,7.24666670e-2,7.73092598e-2,8.22560757e-2,8.71977165e-2,9.38640967e-2,1.04437606e-1,1.16817734e-1,1.27037039e-1,1.37851033e-1,1.48356551e-1,1.59532163e-1,1.70358339e-1,1.77327517e-1,1.83179229e-1,1.90723994e-1,1.97809708e-1,2.04647022e-1,2.10316631e-1,2.15427792e-1,2.19525680e-1,"[0.0291968931,0.0402717493,0.0474127352,0.0510919303,0.0538057134,0.0557350591,0.0572236151,0.0586971149,0.0608682767,0.0641691498,0.0681666933,0.072466667,0.0773092598,0.0822560757,0.0871977165,0.0938640967,0.104437606,0.116817734,0.127037039,0.137851033,0.148356551,0.159532163,0.170358339,0.177327517,0.183179229,0.190723994,0.197809708,0.204647022,0.210316631,0.215427792,0.21952568]"
DB,eliasWoodwork,Almond Hush Cherry,#b48f6d,0.6763044353232908,0.06484512427775693,63.82140566298369,,,Wood Stains,,,,,,D65,10,M1,2026-07-02T15:46:58.120Z,Nix Spectro L,7.52979487e-2,1.11219110e-1,1.38475147e-1,1.52869594e-1,1.63076818e-1,1.70801002e-1,1.76767859e-1,1.81714985e-1,1.87858832e-1,1.97524050e-1,2.11029756e-1,2.27129412e-1,2.42865497e-1,2.56787050e-1,2.68438900e-1,2.81942973e-1,3.03644699e-1,3.29058570e-1,3.47751647e-1,3.63840419e-1,3.79211450e-1,3.98406917e-1,4.19193178e-1,4.33159494e-1,4.45724666e-1,4.63241625e-1,4.80895674e-1,4.99453902e-1,5.16191161e-1,5.31378627e-1,5.43804163e-1,"[0.0752979487,0.11121911,0.138475147,0.152869594,0.163076818,0.170801002,0.176767859,0.181714985,0.187858832,0.19752405,0.211029756,0.227129412,0.242865497,0.25678705,0.2684389,0.281942973,0.303644699,0.32905857,0.347751647,0.363840419,0.37921145,0.398406917,0.419193178,0.433159494,0.445724666,0.463241625,0.480895674,0.499453902,0.516191161,0.531378627,0.543804163]"
DB,eliasWoodwork,Amber Cherry,#ac6e44,0.5959558280498669,0.09745315878683095,54.5092905219139,,,Wood Stains,,,,,,D65,10,M1,2026-07-02T15:48:02.218Z,Nix Spectro L,1.65454526e-2,4.28349152e-2,6.03205323e-2,6.71827294e-2,7.04746000e-2,7.24231020e-2,7.41735697e-2,7.64620334e-2,8.08458477e-2,8.85546833e-2,9.81112227e-2,1.08862768e-1,1.21040271e-1,1.33903015e-1,1.47401214e-1,1.65839121e-1,1.93658131e-1,2.26142621e-1,2.54464942e-1,2.83113921e-1,3.09711146e-1,3.35224426e-1,3.57986146e-1,3.75232917e-1,3.96478432e-1,4.27620786e-1,4.62961501e-1,5.04076958e-1,5.45977676e-1,5.84460425e-1,6.17255545e-1,"[0.0165454526,0.0428349152,0.0603205323,0.0671827294,0.0704746,0.072423102,0.0741735697,0.0764620334,0.0808458477,0.0885546833,0.0981112227,0.108862768,0.121040271,0.133903015,0.147401214,0.165839121,0.193658131,0.226142621,0.254464942,0.283113921,0.309711146,0.335224426,0.357986146,0.375232917,0.396478432,0.427620786,0.462961501,0.504076958,0.545977676,0.584460425,0.617255545]"
DB,eliasWoodwork,Dark Honey Cherry,#6e3b23,0.41219872698475196,0.0804486524633359,45.50114262294204,,,Wood Stains,,,,,,D65,10,M1,2026-07-02T15:49:19.115Z,Nix Spectro L,2.01226154e-2,2.67913893e-2,2.72458591e-2,2.56224334e-2,2.32471317e-2,2.09832415e-2,1.95384663e-2,1.92237943e-2,2.04980861e-2,2.35755682e-2,2.69843288e-2,2.95766827e-2,3.25026825e-2,3.61748368e-2,4.08831120e-2,4.81573641e-2,5.92295788e-2,7.24959761e-2,8.42480645e-2,9.60163057e-2,1.08230203e-1,1.22020091e-1,1.35458168e-1,1.45858496e-1,1.58127466e-1,1.75194868e-1,1.94115275e-1,2.14875227e-1,2.35050163e-1,2.53472239e-1,2.68954813e-1,"[0.0201226154,0.0267913893,0.0272458591,0.0256224334,0.0232471317,0.0209832415,0.0195384663,0.0192237943,0.0204980861,0.0235755682,0.0269843288,0.0295766827,0.0325026825,0.0361748368,0.040883112,0.0481573641,0.0592295788,0.0724959761,0.0842480645,0.0960163057,0.108230203,0.122020091,0.135458168,0.145858496,0.158127466,0.175194868,0.194115275,0.214875227,0.235050163,0.253472239,0.268954813]"
DB,eliasWoodwork,Cinnamon Cherry,#59321e,0.36127011575771073,0.06520116429435285,45.93601411141367,,,Wood Stains,,,,,,D65,10,M1,2026-07-02T15:50:19.662Z,Nix Spectro L,7.63868084e-3,1.48874993e-2,1.83123894e-2,1.84685815e-2,1.74622221e-2,1.62779735e-2,1.54556397e-2,1.52318913e-2,1.60444556e-2,1.81225652e-2,2.04149403e-2,2.20612317e-2,2.36756112e-2,2.57552959e-2,2.85535071e-2,3.30031268e-2,4.00214955e-2,4.90067869e-2,5.79523906e-2,6.66559987e-2,7.38884971e-2,7.92853251e-2,8.32497880e-2,8.76367435e-2,9.58791912e-2,1.09118208e-1,1.25475532e-1,1.45496596e-1,1.66769847e-1,1.86344841e-1,2.03067723e-1,"[0.00763868084,0.0148874993,0.0183123894,0.0184685815,0.0174622221,0.0162779735,0.0154556397,0.0152318913,0.0160444556,0.0181225652,0.0204149403,0.0220612317,0.0236756112,0.0257552959,0.0285535071,0.0330031268,0.0400214955,0.0490067869,0.0579523906,0.0666559987,0.0738884971,0.0792853251,0.083249788,0.0876367435,0.0958791912,0.109118208,0.125475532,0.145496596,0.166769847,0.186344841,0.203067723]"
DB,eliasWoodwork,Amber Red Oak,#b07c53,0.6300099133881923,0.08585262113295931,59.22763751088553,,,Wood Stains,,,,,,D65,10,M1,2026-07-02T15:51:23.058Z,Nix Spectro L,3.14178845e-2,6.23913266e-2,8.38578001e-2,9.30299163e-2,9.81115416e-2,1.01810095e-1,1.05424550e-1,1.09652807e-1,1.16449532e-1,1.27352208e-1,1.39734946e-1,1.52213733e-1,1.65297253e-1,1.78490457e-1,1.91777477e-1,2.09650522e-1,2.37454450e-1,2.70353141e-1,2.97961757e-1,3.22921211e-1,3.43834180e-1,3.62132502e-1,3.78055835e-1,3.91255450e-1,4.10166448e-1,4.39978534e-1,4.75259256e-1,5.17938381e-1,5.62582028e-1,6.03685009e-1,6.38788342e-1,"[0.0314178845,0.0623913266,0.0838578001,0.0930299163,0.0981115416,0.101810095,0.10542455,0.109652807,0.116449532,0.127352208,0.139734946,0.152213733,0.165297253,0.178490457,0.191777477,0.209650522,0.23745445,0.270353141,0.297961757,0.322921211,0.34383418,0.362132502,0.378055835,0.39125545,0.410166448,0.439978534,0.475259256,0.517938381,0.562582028,0.603685009,0.638788342]"
DB,eliasWoodwork,Honey Red Oak,#8e5b34,0.5187043499940415,0.0860810819822556,56.86171737558277,,,Wood Stains,,,,,,D65,10,M1,2026-07-02T15:52:41.357Z,Nix Spectro L,2.02646086e-2,3.38147063e-2,4.04694624e-2,4.24300812e-2,4.29359734e-2,4.32107762e-2,4.41648372e-2,4.62775782e-2,5.06246783e-2,5.79687938e-2,6.61686018e-2,7.37282619e-2,8.15038145e-2,8.94465074e-2,9.77136165e-2,1.09226331e-1,1.27169141e-1,1.48738781e-1,1.68112424e-1,1.88151056e-1,2.05984053e-1,2.21727854e-1,2.35228431e-1,2.45432234e-1,2.58088639e-1,2.76912147e-1,2.98233050e-1,3.22823012e-1,3.47617060e-1,3.70372075e-1,3.89641809e-1,"[0.0202646086,0.0338147063,0.0404694624,0.0424300812,0.0429359734,0.0432107762,0.0441648372,0.0462775782,0.0506246783,0.0579687938,0.0661686018,0.0737282619,0.0815038145,0.0894465074,0.0977136165,0.109226331,0.127169141,0.148738781,0.168112424,0.188151056,0.205984053,0.221727854,0.235228431,0.245432234,0.258088639,0.276912147,0.29823305,0.322823012,0.34761706,0.370372075,0.389641809]"
DB,eliasWoodwork,Summer Haze Red Oak,#998070,0.619011819744096,0.038676901438905606,57.01533706721199,,,Wood Stains,,,,,,D65,10,M1,2026-07-02T15:55:16.078Z,Nix Spectro L,1.07455015e-1,1.34281722e-1,1.51693735e-1,1.60004807e-1,1.65135038e-1,1.69162065e-1,1.72345996e-1,1.74879327e-1,1.78262529e-1,1.83369470e-1,1.89686093e-1,1.95978898e-1,2.02165729e-1,2.07903618e-1,2.13249961e-1,2.19846401e-1,2.31048200e-1,2.44808337e-1,2.55562469e-1,2.65343124e-1,2.74713606e-1,2.86142033e-1,2.98299289e-1,3.06410450e-1,3.13780570e-1,3.24271482e-1,3.34430444e-1,3.44994622e-1,3.54596525e-1,3.63371223e-1,3.70590961e-1,"[0.107455015,0.134281722,0.151693735,0.160004807,0.165135038,0.169162065,0.172345996,0.174879327,0.178262529,0.18336947,0.189686093,0.195978898,0.202165729,0.207903618,0.213249961,0.219846401,0.2310482,0.244808337,0.255562469,0.265343124,0.274713606,0.286142033,0.298299289,0.30641045,0.31378057,0.324271482,0.334430444,0.344994622,0.354596525,0.363371223,0.370590961]"
DB,eliasWoodwork,Clear Lacquer Red Oak,#c3956b,0.7027105805449938,0.07933994427707318,63.259059154113345,,,Wood Stains,,,,,,D65,10,M1,2026-07-02T15:57:00.331Z,Nix Spectro L,8.77403454e-3,5.85489638e-2,1.06208798e-1,1.33611850e-1,1.54454553e-1,1.70111619e-1,1.81859979e-1,1.90836212e-1,1.99747297e-1,2.11779436e-1,2.26040086e-1,2.42074853e-1,2.58645403e-1,2.74331614e-1,2.88020313e-1,3.05069911e-1,3.34314847e-1,3.69076872e-1,3.94738358e-1,4.18005741e-1,4.40931356e-1,4.69444960e-1,4.99932164e-1,5.20055252e-1,5.37205809e-1,5.60033631e-1,5.82843411e-1,6.06450737e-1,6.27250218e-1,6.45950830e-1,6.61124051e-1,"[0.00877403454,0.0585489638,0.106208798,0.13361185,0.154454553,0.170111619,0.181859979,0.190836212,0.199747297,0.211779436,0.226040086,0.242074853,0.258645403,0.274331614,0.288020313,0.305069911,0.334314847,0.369076872,0.394738358,0.418005741,0.440931356,0.46944496,0.499932164,0.520055252,0.537205809,0.560033631,0.582843411,0.606450737,0.627250218,0.64595083,0.661124051]"
DB,eliasWoodwork,Roasted Barley Red Oak,#846549,0.5310956556960164,0.056713292686395245,62.90908326244568,,,Wood Stains,,,,,,D65,10,M1,2026-07-02T15:58:19.298Z,Nix Spectro L,2.63294347e-2,4.36586030e-2,5.77035062e-2,6.55429058e-2,7.15440452e-2,7.61630744e-2,7.99073219e-2,8.32743675e-2,8.73653442e-2,9.31163386e-2,9.97167975e-2,1.06486584e-1,1.13350418e-1,1.19789398e-1,1.25532559e-1,1.32832047e-1,1.45089710e-1,1.59606472e-1,1.70503807e-1,1.80314928e-1,1.89482164e-1,2.00082630e-1,2.11135986e-1,2.18437511e-1,2.24820882e-1,2.33574995e-1,2.42310083e-1,2.51407143e-1,2.59496719e-1,2.66813701e-1,2.72748241e-1,"[0.0263294347,0.043658603,0.0577035062,0.0655429058,0.0715440452,0.0761630744,0.0799073219,0.0832743675,0.0873653442,0.0931163386,0.0997167975,0.106486584,0.113350418,0.119789398,0.125532559,0.132832047,0.14508971,0.159606472,0.170503807,0.180314928,0.189482164,0.20008263,0.211135986,0.218437511,0.224820882,0.233574995,0.242310083,0.251407143,0.259496719,0.266813701,0.272748241]"
DB,eliasWoodwork,Desert Trail Red Oak,#826953,0.5404172872597172,0.0461876991556825,64.47136733589201,,,Wood Stains,,,,,,D65,10,M1,2026-07-02T15:59:17.750Z,Nix Spectro L,4.26719166e-2,6.10028349e-2,7.55071610e-2,8.35259408e-2,8.95444736e-2,9.40942213e-2,9.74541500e-2,1.00106838e-1,1.03161885e-1,1.07520515e-1,1.13347293e-1,1.20268714e-1,1.27282432e-1,1.33603023e-1,1.38953736e-1,1.45276350e-1,1.55669177e-1,1.67839640e-1,1.76720256e-1,1.84297782e-1,1.90942585e-1,1.98545614e-1,2.06623241e-1,2.11811471e-1,2.16164005e-1,2.22427183e-1,2.28522578e-1,2.34997189e-1,2.40799382e-1,2.46070477e-1,2.50334692e-1,"[0.0426719166,0.0610028349,0.075507161,0.0835259408,0.0895444736,0.0940942213,0.09745415,0.100106838,0.103161885,0.107520515,0.113347293,0.120268714,0.127282432,0.133603023,0.138953736,0.14527635,0.155669177,0.16783964,0.176720256,0.184297782,0.190942585,0.198545614,0.206623241,0.211811471,0.216164005,0.222427183,0.228522578,0.234997189,0.240799382,0.246070477,0.250334692]"
DB,eliasWoodwork,Smoky Mirror Red Oak,#5a4b40,0.4258904249708095,0.02720890057576876,57.79907784622657,,,Wood Stains,,,,,,D65,10,M1,2026-07-02T16:01:10.463Z,Nix Spectro L,2.40549557e-2,3.64098690e-2,4.56890866e-2,4.99117672e-2,5.24355859e-2,5.42377584e-2,5.57381362e-2,5.70946343e-2,5.90287298e-2,6.22699022e-2,6.58714876e-2,6.83776535e-2,6.95424125e-2,7.01159753e-2,7.02177718e-2,7.02457279e-2,7.18534186e-2,7.53306895e-2,7.89475933e-2,8.24356914e-2,8.64212245e-2,9.21188384e-2,9.84802216e-2,1.03850082e-1,1.10780366e-1,1.20946196e-1,1.32617460e-1,1.45955986e-1,1.59276542e-1,1.71413416e-1,1.81571943e-1,"[0.0240549557,0.036409869,0.0456890866,0.0499117672,0.0524355859,0.0542377584,0.0557381362,0.0570946343,0.0590287298,0.0622699022,0.0658714876,0.0683776535,0.0695424125,0.0701159753,0.0702177718,0.0702457279,0.0718534186,0.0753306895,0.0789475933,0.0824356914,0.0864212245,0.0921188384,0.0984802216,0.103850082,0.110780366,0.120946196,0.13261746,0.145955986,0.159276542,0.171413416,0.181571943]"
