Type,Adjective,Noun,HEX,OKLCH_L,OKLCH_C,OKLCH_H,RGB_R,RGB_G,RGB_B,RGB,CMYK_C,CMYK_M,CMYK_Y,CMYK_K,CMYK,CIE_L,CIE_A,CIE_B,CIE_LAB,ERP_Code,Note,Tags,Sheen,Profile,Visual_Pattern,Tactile_Texture,Material,Illuminant,Observer,Measurement_Method,Measurement_Date,Measurement_Device,R400 nm,R410 nm,R420 nm,R430 nm,R440 nm,R450 nm,R460 nm,R470 nm,R480 nm,R490 nm,R500 nm,R510 nm,R520 nm,R530 nm,R540 nm,R550 nm,R560 nm,R570 nm,R580 nm,R590 nm,R600 nm,R610 nm,R620 nm,R630 nm,R640 nm,R650 nm,R660 nm,R670 nm,R680 nm,R690 nm,R700 nm,Spectral
DB,farrowball,Farrow & Ball 2008 Dimity,#eee3d3,0.9202495739133125,0.024549530303261943,77.44126533293542,238,227,211,"[238, 227, 211]",0%,5%,11%,7%,"[0%, 5%, 11%, 7%]",90.80,1.90,9.26,"[90.80, 1.90, 9.26]",https://www.google.com/search?tbm=isch&q=farrowBall%20Farrow%20%26%20Ball%202008%20Dimity%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,farrowball,Farrow & Ball 226 Joa's White,#decfb9,0.8608977171975594,0.03408398889886825,77.55909942860887,222,207,185,"[222, 207, 185]",0%,7%,17%,13%,"[0%, 7%, 17%, 13%]",83.93,2.75,12.97,"[83.93, 2.75, 12.97]",https://www.google.com/search?tbm=isch&q=farrowBall%20Farrow%20%26%20Ball%20226%20Joa's%20White%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,farrowball,Farrow & Ball 264 Oxford Stone,#d6c2ac,0.8249337790462548,0.037609354520869456,69.92679301159365,214,194,172,"[214, 194, 172]",0%,9%,20%,16%,"[0%, 9%, 20%, 16%]",79.69,4.70,13.82,"[79.69, 4.70, 13.82]",https://www.google.com/search?tbm=isch&q=farrowBall%20Farrow%20%26%20Ball%20264%20Oxford%20Stone%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,farrowball,Farrow & Ball 6 London Stone,#b6a38f,0.7265133280749678,0.03587045929192874,68.65096590791785,182,163,143,"[182, 163, 143]",0%,10%,21%,29%,"[0%, 10%, 21%, 29%]",68.26,4.77,13.10,"[68.26, 4.77, 13.10]",https://www.google.com/search?tbm=isch&q=farrowBall%20Farrow%20%26%20Ball%206%20London%20Stone%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,farrowball,Farrow & Ball 28 Dead Salmon,#b49d8d,0.711908075367382,0.03555347833083172,56.9292815299101,180,157,141,"[180, 157, 141]",0%,13%,22%,29%,"[0%, 13%, 22%, 29%]",66.47,6.85,11.69,"[66.47, 6.85, 11.69]",https://www.google.com/search?tbm=isch&q=farrowBall%20Farrow%20%26%20Ball%2028%20Dead%20Salmon%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,farrowball,Farrow & Ball 290 Salon Drab,#726454,0.511944918696839,0.030257021319134433,70.79304189898227,114,100,84,"[114, 100, 84]",0%,12%,26%,55%,"[0%, 12%, 26%, 55%]",43.39,3.75,11.28,"[43.39, 3.75, 11.28]",https://www.google.com/search?tbm=isch&q=farrowBall%20Farrow%20%26%20Ball%20290%20Salon%20Drab%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,farrowball,Farrow & Ball 2001 Strong White,#e5e0db,0.9092255685752086,0.008732501501245061,67.7305570841329,229,224,219,"[229, 224, 219]",0%,2%,4%,10%,"[0%, 2%, 4%, 10%]",89.47,1.11,3.10,"[89.47, 1.11, 3.10]",https://www.google.com/search?tbm=isch&q=farrowBall%20Farrow%20%26%20Ball%202001%20Strong%20White%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,farrowball,Farrow & Ball 274 Ammonite,#ddd8cf,0.8836889840834298,0.01340607813640576,82.37240600552309,221,216,207,"[221, 216, 207]",0%,2%,6%,13%,"[0%, 2%, 6%, 13%]",86.55,0.61,5.10,"[86.55, 0.61, 5.10]",https://www.google.com/search?tbm=isch&q=farrowBall%20Farrow%20%26%20Ball%20274%20Ammonite%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,farrowball,Farrow & Ball 228 Cornforth White,#d1cbc3,0.8446811808658647,0.012884663118021805,75.34026252085295,209,203,195,"[209, 203, 195]",0%,3%,7%,18%,"[0%, 3%, 7%, 18%]",82.00,1.11,4.79,"[82.00, 1.11, 4.79]",https://www.google.com/search?tbm=isch&q=farrowBall%20Farrow%20%26%20Ball%20228%20Cornforth%20White%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,farrowball,Farrow & Ball 275 Purbeck Stone,#c4beb4,0.8035707250021006,0.015444596862826523,80.67820416501326,196,190,180,"[196, 190, 180]",0%,3%,8%,23%,"[0%, 3%, 8%, 23%]",77.26,0.88,5.87,"[77.26, 0.88, 5.87]",https://www.google.com/search?tbm=isch&q=farrowBall%20Farrow%20%26%20Ball%20275%20Purbeck%20Stone%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,farrowball,Farrow & Ball 284 Worsted,#D3CFCD,0.8571204821668246,0.005259281706387734,48.81719358020331,211,207,205,"[211, 207, 205]",0%,2%,3%,17%,"[0%, 2%, 3%, 17%]",83.40,1.16,1.52,"[83.40, 1.16, 1.52]",https://www.google.com/search?tbm=isch&q=farrowBall%20Farrow%20%26%20Ball%20284%20Worsted%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,farrowball,Farrow & Ball 276 Mole's Breath,#8b857f,0.6201275710132641,0.011500977060282412,67.61883999039128,139,133,127,"[139, 133, 127]",0%,4%,9%,45%,"[0%, 4%, 9%, 45%]",55.93,1.50,4.10,"[55.93, 1.50, 4.10]",https://www.google.com/search?tbm=isch&q=farrowBall%20Farrow%20%26%20Ball%20276%20Mole's%20Breath%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,farrowball,Farrow & Ball 285 Cromarty,#cfcec0,0.8483284425017803,0.019098538192120998,103.42584833030878,207,206,192,"[207, 206, 192]",0%,0%,7%,19%,"[0%, 0%, 7%, 19%]",82.55,-1.47,7.13,"[82.55, -1.47, 7.13]",https://www.google.com/search?tbm=isch&q=farrowBall%20Farrow%20%26%20Ball%20285%20Cromarty%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,farrowball,Farrow & Ball 266 Mizzle,#c0c2b3,0.8082723622896059,0.02076795420022086,112.96862750014395,192,194,179,"[192, 194, 179]",1%,0%,8%,24%,"[1%, 0%, 8%, 24%]",77.95,-2.71,7.33,"[77.95, -2.71, 7.33]",https://www.google.com/search?tbm=isch&q=farrowBall%20Farrow%20%26%20Ball%20266%20Mizzle%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,farrowball,Farrow & Ball 91 Blue Gray,#b4b4a3,0.7651665360018309,0.023667769448615043,106.90578207854207,180,180,163,"[180, 180, 163]",0%,0%,9%,29%,"[0%, 0%, 9%, 29%]",72.95,-2.25,8.72,"[72.95, -2.25, 8.72]",https://www.google.com/search?tbm=isch&q=farrowBall%20Farrow%20%26%20Ball%2091%20Blue%20Gray%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,farrowball,Farrow & Ball 25 Pigeon,#a1a093,0.702837747424405,0.018560347292864918,103.23984185758991,161,160,147,"[161, 160, 147]",0%,1%,9%,37%,"[0%, 1%, 9%, 37%]",65.67,-1.39,6.95,"[65.67, -1.39, 6.95]",https://www.google.com/search?tbm=isch&q=farrowBall%20Farrow%20%26%20Ball%2025%20Pigeon%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,farrowball,Farrow & Ball 18 French Gray,#b5b19a,0.7573938682638558,0.032225500871863336,98.96645545094202,181,177,154,"[181, 177, 154]",0%,2%,15%,29%,"[0%, 2%, 15%, 29%]",72.07,-1.47,12.37,"[72.07, -1.47, 12.37]",https://www.google.com/search?tbm=isch&q=farrowBall%20Farrow%20%26%20Ball%2018%20French%20Gray%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,farrowball,Farrow & Ball 292 Treron,#8b8a77,0.6288414189646693,0.027630970349110388,104.66809928167362,139,138,119,"[139, 138, 119]",0%,1%,14%,45%,"[0%, 1%, 14%, 45%]",57.16,-2.19,10.38,"[57.16, -2.19, 10.38]",https://www.google.com/search?tbm=isch&q=farrowBall%20Farrow%20%26%20Ball%20292%20Treron%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,farrowball,Farrow & Ball 2011 Blackened,#dddbd9,0.8924298338540023,0.0035307296184720264,67.82041437906156,221,219,217,"[221, 219, 217]",0%,1%,2%,13%,"[0%, 1%, 2%, 13%]",87.52,0.44,1.25,"[87.52, 0.44, 1.25]",https://www.google.com/search?tbm=isch&q=farrowBall%20Farrow%20%26%20Ball%202011%20Blackened%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,farrowball,Farrow & Ball 277 Dimpse,#d9d8d3,0.8816100727683834,0.006896331267858768,97.24299592298951,217,216,211,"[217, 216, 211]",0%,0%,3%,15%,"[0%, 0%, 3%, 15%]",86.31,-0.31,2.61,"[86.31, -0.31, 2.61]",https://www.google.com/search?tbm=isch&q=farrowBall%20Farrow%20%26%20Ball%20277%20Dimpse%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,farrowball,Farrow & Ball 242 Pavilion Gray,#c8c3bc,0.8192353449325067,0.011220915933744944,76.56926681535413,200,195,188,"[200, 195, 188]",0%,3%,6%,22%,"[0%, 3%, 6%, 22%]",79.05,0.88,4.19,"[79.05, 0.88, 4.19]",https://www.google.com/search?tbm=isch&q=farrowBall%20Farrow%20%26%20Ball%20242%20Pavilion%20Gray%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,farrowball,Farrow & Ball 88 Lamp Room Gray,#b2b1a9,0.7588927940486433,0.011305104403610723,100.8093441959345,178,177,169,"[178, 177, 169]",0%,1%,5%,30%,"[0%, 1%, 5%, 30%]",72.11,-0.72,4.25,"[72.11, -0.72, 4.25]",https://www.google.com/search?tbm=isch&q=farrowBall%20Farrow%20%26%20Ball%2088%20Lamp%20Room%20Gray%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,farrowball,Farrow & Ball 265 Manor House Gray,#a2a29d,0.710753393251913,0.007158971686621881,106.4571017082011,162,162,157,"[162, 162, 157]",0%,0%,3%,36%,"[0%, 0%, 3%, 36%]",66.51,-0.70,2.62,"[66.51, -0.70, 2.62]",https://www.google.com/search?tbm=isch&q=farrowBall%20Farrow%20%26%20Ball%20265%20Manor%20House%20Gray%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,farrowball,Farrow & Ball 272 Plummett,#8d8d8b,0.6427942337708635,0.0029526681602996025,106.21249207464268,141,141,139,"[141, 141, 139]",0%,0%,1%,45%,"[0%, 0%, 1%, 45%]",58.59,-0.29,1.08,"[58.59, -0.29, 1.08]",https://www.google.com/search?tbm=isch&q=farrowBall%20Farrow%20%26%20Ball%20272%20Plummett%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,farrowball,Farrow & Ball 241 Skimming Stone,#dfd6cb,0.8802537887740164,0.017960337850845123,73.05257763269873,223,214,203,"[223, 214, 203]",0%,4%,9%,13%,"[0%, 4%, 9%, 13%]",86.13,1.81,6.62,"[86.13, 1.81, 6.62]",https://www.google.com/search?tbm=isch&q=farrowBall%20Farrow%20%26%20Ball%20241%20Skimming%20Stone%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,farrowball,Farrow & Ball 229 Elephant's Breath,#ccbfb3,0.812050811117089,0.02222426096746512,65.25700997894887,204,191,179,"[204, 191, 179]",0%,6%,12%,20%,"[0%, 6%, 12%, 20%]",78.18,3.23,7.82,"[78.18, 3.23, 7.82]",https://www.google.com/search?tbm=isch&q=farrowBall%20Farrow%20%26%20Ball%20229%20Elephant's%20Breath%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,farrowball,Farrow & Ball 267 Dove Tale,#bbb1ab,0.7669853895746894,0.01431180930029346,53.32448842967921,187,177,171,"[187, 177, 171]",0%,5%,9%,27%,"[0%, 5%, 9%, 27%]",72.92,2.91,4.43,"[72.92, 2.91, 4.43]",https://www.google.com/search?tbm=isch&q=farrowBall%20Farrow%20%26%20Ball%20267%20Dove%20Tale%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,farrowball,Farrow & Ball 243 Charleston Gray,#9f9389,0.6707993311115492,0.020395617852104236,62.31226707187682,159,147,137,"[159, 147, 137]",0%,8%,14%,38%,"[0%, 8%, 14%, 38%]",61.78,3.30,7.01,"[61.78, 3.30, 7.01]",https://www.google.com/search?tbm=isch&q=farrowBall%20Farrow%20%26%20Ball%20243%20Charleston%20Gray%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,farrowball,Farrow & Ball 244 London Clay,#786963,0.5331425278899622,0.021303204369068927,43.09874129078207,120,105,99,"[120, 105, 99]",0%,13%,18%,53%,"[0%, 13%, 18%, 53%]",45.72,5.34,5.69,"[45.72, 5.34, 5.69]",https://www.google.com/search?tbm=isch&q=farrowBall%20Farrow%20%26%20Ball%20244%20London%20Clay%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,farrowball,Farrow & Ball 222 Brinjal,#5d3b42,0.39438066333798116,0.049041037427478826,6.114633292624944,93,59,66,"[93, 59, 66]",0%,37%,29%,64%,"[0%, 37%, 29%, 64%]",29.16,16.25,2.21,"[29.16, 16.25, 2.21]",https://www.google.com/search?tbm=isch&q=farrowBall%20Farrow%20%26%20Ball%20222%20Brinjal%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,farrowball,Farrow & Ball 293 Jitney,#c4b2a2,0.7744464600240363,0.030478061761013104,64.01836699677261,196,178,162,"[196, 178, 162]",0%,9%,17%,23%,"[0%, 9%, 17%, 23%]",73.80,4.72,10.68,"[73.80, 4.72, 10.68]",https://www.google.com/search?tbm=isch&q=farrowBall%20Farrow%20%26%20Ball%20293%20Jitney%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
