Type,Adjective,Noun,HEX,OKLCH_L,OKLCH_C,OKLCH_H,RGB_R,RGB_G,RGB_B,RGB,CMYK_C,CMYK_M,CMYK_Y,CMYK_K,CMYK,CIE_L,CIE_A,CIE_B,CIE_LAB,ERP_Code,Note,Tags,Sheen,Profile,Visual_Pattern,Tactile_Texture,Material,Illuminant,Observer,Measurement_Method,Measurement_Date,Measurement_Device,R400 nm,R410 nm,R420 nm,R430 nm,R440 nm,R450 nm,R460 nm,R470 nm,R480 nm,R490 nm,R500 nm,R510 nm,R520 nm,R530 nm,R540 nm,R550 nm,R560 nm,R570 nm,R580 nm,R590 nm,R600 nm,R610 nm,R620 nm,R630 nm,R640 nm,R650 nm,R660 nm,R670 nm,R680 nm,R690 nm,R700 nm,Spectral
DB,ppg,PPG 1002-4 Gray Marble,#b9b4b1,0.773149906289613,0.007137260601121716,53.4898951327076,185,180,177,"[185, 180, 177]",0%,3%,4%,27%,"[0%, 3%, 4%, 27%]",73.66,1.43,2.21,"[73.66, 1.43, 2.21]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201002-4%20Gray%20Marble%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1002-5 Antique Silver,#918e8c,0.6486735388584925,0.004658846088069283,56.41614312135073,145,142,140,"[145, 142, 140]",0%,2%,3%,43%,"[0%, 2%, 3%, 43%]",59.23,0.87,1.49,"[59.23, 0.87, 1.49]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201002-5%20Antique%20Silver%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1002-6 Gibraltar Gray,#6f6a68,0.5282044930112583,0.007043673488292753,43.34954144856624,111,106,104,"[111, 106, 104]",0%,5%,6%,56%,"[0%, 5%, 6%, 56%]",45.23,1.73,1.87,"[45.23, 1.73, 1.87]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201002-6%20Gibraltar%20Gray%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1002-7 Phantom Mist,#4b4441,0.3926433826984624,0.010826670329553763,44.75318559830595,75,68,65,"[75, 68, 65]",0%,9%,13%,71%,"[0%, 9%, 13%, 71%]",29.49,2.62,2.96,"[29.49, 2.62, 2.96]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201002-7%20Phantom%20Mist%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1003-1 Fall Chill,#e1dddb,0.9001199191163438,0.005196420792646339,48.83082438759703,225,221,219,"[225, 221, 219]",0%,2%,3%,12%,"[0%, 2%, 3%, 12%]",88.39,1.15,1.50,"[88.39, 1.15, 1.50]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201003-1%20Fall%20Chill%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1003-2 Balanced,#d7d2d1,0.8674638823804419,0.0057286439795586385,31.27500917307333,215,210,209,"[215, 210, 209]",0%,2%,3%,16%,"[0%, 2%, 3%, 16%]",84.58,1.65,1.15,"[84.58, 1.65, 1.15]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201003-2%20Balanced%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1003-3 Silver Bells,#b8b4b6,0.7737893755359727,0.005299918227090616,345.65107288074216,184,180,182,"[184, 180, 182]",0%,2%,1%,28%,"[0%, 2%, 1%, 28%]",73.69,1.74,-0.48,"[73.69, 1.74, -0.48]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201003-3%20Silver%20Bells%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1003-4 Equilibrium,#a49f9f,0.7067028101147245,0.005833568407881526,17.51450225050172,164,159,159,"[164, 159, 159]",0%,3%,3%,36%,"[0%, 3%, 3%, 36%]",65.92,1.88,0.69,"[65.92, 1.88, 0.69]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201003-4%20Equilibrium%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1003-5 Shining Armor,#908b8e,0.6419969471440723,0.007349896579303693,340.69110098218755,144,139,142,"[144, 139, 142]",0%,3%,1%,44%,"[0%, 3%, 1%, 44%]",58.37,2.35,-0.90,"[58.37, 2.35, -0.90]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201003-5%20Shining%20Armor%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1003-6 Cracked Slate,#69656a,0.5120755103108936,0.009183502351915285,319.56873393859166,105,101,106,"[105, 101, 106]",1%,5%,0%,58%,"[1%, 5%, 0%, 58%]",43.28,2.39,-2.23,"[43.28, 2.39, -2.23]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201003-6%20Cracked%20Slate%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1003-7 Blackhearth,#49454b,0.3965044776611041,0.011215366235571091,314.76391569286534,73,69,75,"[73, 69, 75]",3%,8%,0%,71%,"[3%, 8%, 0%, 71%]",29.85,2.72,-2.98,"[29.85, 2.72, -2.98]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201003-7%20Blackhearth%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1004-1 Go To Gray,#dcd8d7,0.8851056792903915,0.004637564816169521,34.567234930839675,220,216,215,"[220, 216, 215]",0%,2%,2%,14%,"[0%, 2%, 2%, 14%]",86.64,1.29,1.02,"[86.64, 1.29, 1.02]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201004-1%20Go%20To%20Gray%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1004-2 Free Reign,#d1cdca,0.8506506351749076,0.006107156365275891,59.70061190171475,209,205,202,"[209, 205, 202]",0%,2%,3%,18%,"[0%, 2%, 3%, 18%]",82.66,1.03,2.02,"[82.66, 1.03, 2.02]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201004-2%20Free%20Reign%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1004-3 Hush,#c4bdba,0.8032086814552986,0.009002313189176488,44.955740064651195,196,189,186,"[196, 189, 186]",0%,4%,5%,23%,"[0%, 4%, 5%, 23%]",77.13,2.15,2.45,"[77.13, 2.15, 2.45]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201004-3%20Hush%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1004-4 Silver Service,#b2aaaa,0.7446878303599324,0.009232850825164104,17.509507587649296,178,170,170,"[178, 170, 170]",0%,4%,4%,30%,"[0%, 4%, 4%, 30%]",70.29,2.97,1.09,"[70.29, 2.97, 1.09]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201004-4%20Silver%20Service%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1004-5 Pewter Mug,#8b8283,0.6148752717941631,0.011002515915563851,9.826444598394346,139,130,131,"[139, 130, 131]",0%,6%,6%,45%,"[0%, 6%, 6%, 45%]",55.20,3.66,0.75,"[55.20, 3.66, 0.75]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201004-5%20Pewter%20Mug%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1004-6 Phantom Hue,#645d5e,0.4852547887807052,0.009129711275790594,7.66248700188396,100,93,94,"[100, 93, 94]",0%,7%,6%,61%,"[0%, 7%, 6%, 61%]",40.18,3.05,0.49,"[40.18, 3.05, 0.49]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201004-6%20Phantom%20Hue%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1004-7 Black Elegance,#50484a,0.4102863506068386,0.011220544457533345,0.7058798631119316,80,72,74,"[80, 72, 74]",0%,10%,7%,69%,"[0%, 10%, 7%, 69%]",31.45,3.78,0.09,"[31.45, 3.78, 0.09]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201004-7%20Black%20Elegance%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1005-1 Dusky Dawn,#e5e1de,0.9120316438739349,0.006004068341149685,59.71508197072188,229,225,222,"[229, 225, 222]",0%,2%,3%,10%,"[0%, 2%, 3%, 10%]",89.78,1.01,1.99,"[89.78, 1.01, 1.99]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201005-1%20Dusky%20Dawn%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1005-2 Elusion,#d2cfcc,0.856036739216211,0.005331731962937912,67.77846370248574,210,207,204,"[210, 207, 204]",0%,1%,3%,18%,"[0%, 1%, 3%, 18%]",83.30,0.67,1.89,"[83.30, 0.67, 1.89]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201005-2%20Elusion%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1005-3 Gray Shadows,#c2bdba,0.8015589393037689,0.007073616485445457,53.499017201624156,194,189,186,"[194, 189, 186]",0%,3%,4%,24%,"[0%, 3%, 4%, 24%]",76.96,1.42,2.19,"[76.96, 1.42, 2.19]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201005-3%20Gray%20Shadows%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1005-4 Slate Pebble,#b4ada9,0.7522663111638683,0.009895255970174457,52.108911316844626,180,173,169,"[180, 173, 169]",0%,4%,6%,29%,"[0%, 4%, 6%, 29%]",71.23,2.05,3.01,"[71.23, 2.05, 3.01]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201005-4%20Slate%20Pebble%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1005-5 Elephant Gray,#8d847f,0.6197715404218824,0.013253756967354209,51.23845915482531,141,132,127,"[141, 132, 127]",0%,6%,10%,45%,"[0%, 6%, 10%, 45%]",55.84,2.83,4.00,"[55.84, 2.83, 4.00]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201005-5%20Elephant%20Gray%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1005-6 Oswego Tea,#665d59,0.48561063697233203,0.013302976104915536,45.601693557429485,102,93,89,"[102, 93, 89]",0%,9%,13%,60%,"[0%, 9%, 13%, 60%]",40.26,3.18,3.69,"[40.26, 3.18, 3.69]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201005-6%20Oswego%20Tea%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1005-7 Dark Granite,#4f443f,0.396259719178725,0.017287754125946155,45.97498369717414,79,68,63,"[79, 68, 63]",0%,14%,20%,69%,"[0%, 14%, 20%, 69%]",29.87,4.15,4.86,"[29.87, 4.15, 4.86]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201005-7%20Dark%20Granite%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1006-1 Gypsum,#eeede4,0.9444000544052088,0.012041805973924164,101.40241343503175,238,237,228,"[238, 237, 228]",0%,0%,4%,7%,"[0%, 0%, 4%, 7%]",93.64,-0.81,4.51,"[93.64, -0.81, 4.51]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201006-1%20Gypsum%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1006-2 Shark,#dfdcd5,0.8948878020234996,0.010044302372868978,87.42185252547455,223,220,213,"[223, 220, 213]",0%,1%,4%,13%,"[0%, 1%, 4%, 13%]",87.85,0.15,3.84,"[87.85, 0.15, 3.84]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201006-2%20Shark%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1006-3 Early Evening,#cac7bf,0.8298136998150821,0.011525050541336597,89.68788826757532,202,199,191,"[202, 199, 191]",0%,1%,5%,21%,"[0%, 1%, 5%, 21%]",80.32,0.02,4.42,"[80.32, 0.02, 4.42]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201006-3%20Early%20Evening%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1006-4 Mercurial,#b6b0a9,0.7601373176972768,0.012053810886653728,71.85926610985291,182,176,169,"[182, 176, 169]",0%,3%,7%,29%,"[0%, 3%, 7%, 29%]",72.19,1.28,4.41,"[72.19, 1.28, 4.41]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201006-4%20Mercurial%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1006-5 So Sublime,#8b847c,0.6170923039669852,0.014583137035470999,71.22935245471041,139,132,124,"[139, 132, 124]",0%,5%,11%,45%,"[0%, 5%, 11%, 45%]",55.59,1.63,5.33,"[55.59, 1.63, 5.33]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201006-5%20So%20Sublime%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1006-6 Deconstruction,#7b736b,0.5603312257384921,0.015701811991720455,67.50093152605427,123,115,107,"[123, 115, 107]",0%,7%,13%,52%,"[0%, 7%, 13%, 52%]",48.99,2.10,5.62,"[48.99, 2.10, 5.62]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201006-6%20Deconstruction%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1006-7 Metropolis,#61584f,0.4662380006436779,0.01845808003833766,67.34897816320938,97,88,79,"[97, 88, 79]",0%,9%,19%,62%,"[0%, 9%, 19%, 62%]",38.07,2.54,6.64,"[38.07, 2.54, 6.64]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201006-7%20Metropolis%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1007-1 Willow Springs,#e7e6e0,0.9240424464009177,0.008137406082414762,98.77324848617815,231,230,224,"[231, 230, 224]",0%,0%,3%,9%,"[0%, 0%, 3%, 9%]",91.25,-0.43,3.07,"[91.25, -0.43, 3.07]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201007-1%20Willow%20Springs%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1007-2 Swirling Smoke,#cecac1,0.8396797077517238,0.01314228098452382,86.80033117974943,206,202,193,"[206, 202, 193]",0%,2%,6%,19%,"[0%, 2%, 6%, 19%]",81.46,0.26,5.04,"[81.46, 0.26, 5.04]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201007-2%20Swirling%20Smoke%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1007-3 Ghost Writer,#bcb7ad,0.7806830003631097,0.015076980857028225,84.56131130959034,188,183,173,"[188, 183, 173]",0%,3%,8%,26%,"[0%, 3%, 8%, 26%]",74.62,0.51,5.77,"[74.62, 0.51, 5.77]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201007-3%20Ghost%20Writer%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1007-4 Hot Stone,#aba89e,0.7311879652099527,0.014584033886682635,92.99311819381569,171,168,158,"[171, 168, 158]",0%,2%,8%,33%,"[0%, 2%, 8%, 33%]",68.90,-0.23,5.60,"[68.90, -0.23, 5.60]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201007-4%20Hot%20Stone%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1007-5 Lazy Afternoon,#97928b,0.6621465531644251,0.01181391012936927,76.5482607719025,151,146,139,"[151, 146, 139]",0%,3%,8%,41%,"[0%, 3%, 8%, 41%]",60.83,0.95,4.42,"[60.83, 0.95, 4.42]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201007-5%20Lazy%20Afternoon%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1007-6 Cool Charcoal,#807b76,0.5857911066906732,0.009725590804569,67.64270104229882,128,123,118,"[128, 123, 118]",0%,4%,8%,50%,"[0%, 4%, 8%, 50%]",51.95,1.26,3.46,"[51.95, 1.26, 3.46]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201007-6%20Cool%20Charcoal%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1007-7 Bark,#5f5854,0.46575477445777946,0.011176956412870342,51.943841352445645,95,88,84,"[95, 88, 84]",0%,7%,12%,63%,"[0%, 7%, 12%, 63%]",37.98,2.35,3.41,"[37.98, 2.35, 3.41]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201007-7%20Bark%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1008-1 Focus,#e5e0d2,0.9068108032596213,0.019565676825790263,90.51746650155201,229,224,210,"[229, 224, 210]",0%,2%,8%,10%,"[0%, 2%, 8%, 10%]",89.29,-0.02,7.53,"[89.29, -0.02, 7.53]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201008-1%20Focus%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1008-2 Storm's Coming,#cfc9bc,0.8371238350118024,0.019019577771363632,86.12881907497956,207,201,188,"[207, 201, 188]",0%,3%,9%,19%,"[0%, 3%, 9%, 19%]",81.18,0.49,7.31,"[81.18, 0.49, 7.31]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201008-2%20Storm's%20Coming%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1008-3 Greyhound,#b2aca2,0.7465391821278008,0.0157190387028983,80.67475452471973,178,172,162,"[178, 172, 162]",0%,3%,9%,30%,"[0%, 3%, 9%, 30%]",70.64,0.90,5.98,"[70.64, 0.90, 5.98]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201008-3%20Greyhound%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1008-4 Gray By Me,#a1988b,0.6836728721947493,0.021484604046511646,77.23987343538215,161,152,139,"[161, 152, 139]",0%,6%,14%,37%,"[0%, 6%, 14%, 37%]",63.35,1.72,8.12,"[63.35, 1.72, 8.12]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201008-4%20Gray%20By%20Me%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1008-5 Roller Coaster,#8c8578,0.6190428674359152,0.02087621526766513,83.0304158907901,140,133,120,"[140, 133, 120]",0%,5%,14%,45%,"[0%, 5%, 14%, 45%]",55.88,0.98,8.04,"[55.88, 0.98, 8.04]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201008-5%20Roller%20Coaster%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1008-6 Artillery,#746f67,0.5437530059689735,0.013703741574028847,79.72654967965923,116,111,103,"[116, 111, 103]",0%,4%,11%,55%,"[0%, 4%, 11%, 55%]",47.11,0.88,5.21,"[47.11, 0.88, 5.21]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201008-6%20Artillery%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1008-7 Stone's Throw,#605c58,0.4772052783274352,0.008188652349338027,67.63586041256838,96,92,88,"[96, 92, 88]",0%,4%,8%,62%,"[0%, 4%, 8%, 62%]",39.35,1.06,2.92,"[39.35, 1.06, 2.92]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201008-7%20Stone's%20Throw%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1009-1 Tundra Frost,#e1e1db,0.9080671659302259,0.008086729382073108,106.4201913043022,225,225,219,"[225, 225, 219]",0%,0%,3%,12%,"[0%, 0%, 3%, 12%]",89.40,-0.79,2.96,"[89.40, -0.79, 2.96]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201009-1%20Tundra%20Frost%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1009-2 Tornado,#d1d3cf,0.8641581300636569,0.0058683561880256046,128.26912591429664,209,211,207,"[209, 211, 207]",1%,0%,2%,17%,"[1%, 0%, 2%, 17%]",84.31,-1.24,1.75,"[84.31, -1.24, 1.75]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201009-2%20Tornado%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
