Type,Adjective,Noun,HEX,OKLCH_L,OKLCH_C,OKLCH_H,RGB_R,RGB_G,RGB_B,RGB,CMYK_C,CMYK_M,CMYK_Y,CMYK_K,CMYK,CIE_L,CIE_A,CIE_B,CIE_LAB,ERP_Code,Note,Tags,Sheen,Profile,Visual_Pattern,Tactile_Texture,Material,Illuminant,Observer,Measurement_Method,Measurement_Date,Measurement_Device,R400 nm,R410 nm,R420 nm,R430 nm,R440 nm,R450 nm,R460 nm,R470 nm,R480 nm,R490 nm,R500 nm,R510 nm,R520 nm,R530 nm,R540 nm,R550 nm,R560 nm,R570 nm,R580 nm,R590 nm,R600 nm,R610 nm,R620 nm,R630 nm,R640 nm,R650 nm,R660 nm,R670 nm,R680 nm,R690 nm,R700 nm,Spectral
DB,munsell,N 0,#000000,0,0,0,0,0,0,"[0, 0, 0]",0%,0%,0%,100%,"[0%, 0%, 0%, 100%]",0.00,0.00,0.00,"[0.00, 0.00, 0.00]",https://www.google.com/search?tbm=isch&q=munsell%20N%200%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,munsell,N 1,#1A1A1A,0.2177867278046916,0.00000845815242355016,72.58924660566481,26,26,26,"[26, 26, 26]",0%,0%,0%,90%,"[0%, 0%, 0%, 90%]",9.26,0.00,0.00,"[9.26, 0.00, 0.00]",https://www.google.com/search?tbm=isch&q=munsell%20N%201%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,munsell,N 2,#333333,0.32109284339406663,0.00001247023746083283,72.58924660612536,51,51,51,"[51, 51, 51]",0%,0%,0%,80%,"[0%, 0%, 0%, 80%]",21.25,0.00,0.00,"[21.25, 0.00, 0.00]",https://www.google.com/search?tbm=isch&q=munsell%20N%202%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,munsell,N 3,#4D4D4D,0.42023758051866433,0.00001632070762975096,72.58924660505647,77,77,77,"[77, 77, 77]",0%,0%,0%,70%,"[0%, 0%, 0%, 70%]",32.75,0.00,0.01,"[32.75, 0.00, 0.01]",https://www.google.com/search?tbm=isch&q=munsell%20N%203%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,munsell,N 4,#666666,0.5102788862802743,0.000019817629119075886,72.58924660495325,102,102,102,"[102, 102, 102]",0%,0%,0%,60%,"[0%, 0%, 0%, 60%]",43.19,0.00,0.01,"[43.19, 0.00, 0.01]",https://www.google.com/search?tbm=isch&q=munsell%20N%204%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,munsell,N 5,#808080,0.5998714263010203,0.000023297121956509626,72.58924660577088,128,128,128,"[128, 128, 128]",0%,0%,0%,50%,"[0%, 0%, 0%, 50%]",53.59,0.00,0.01,"[53.59, 0.00, 0.01]",https://www.google.com/search?tbm=isch&q=munsell%20N%205%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,munsell,N 6,#999999,0.6829541079568446,0.000026523792343062198,72.5892466058267,153,153,153,"[153, 153, 153]",0%,0%,0%,40%,"[0%, 0%, 0%, 40%]",63.22,0.00,0.01,"[63.22, 0.00, 0.01]",https://www.google.com/search?tbm=isch&q=munsell%20N%206%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,munsell,N 7,#B3B3B3,0.7667560054867459,0.000029778394815225515,72.58924660500634,179,179,179,"[179, 179, 179]",0%,0%,0%,30%,"[0%, 0%, 0%, 30%]",72.94,0.00,0.01,"[72.94, 0.00, 0.01]",https://www.google.com/search?tbm=isch&q=munsell%20N%207%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,munsell,N 8,#CCCCCC,0.8452231303542956,0.000032825811473961294,72.5892466056402,204,204,204,"[204, 204, 204]",0%,0%,0%,20%,"[0%, 0%, 0%, 20%]",82.05,0.00,0.01,"[82.05, 0.00, 0.01]",https://www.google.com/search?tbm=isch&q=munsell%20N%208%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,munsell,N 9,#E6E6E6,0.9249404964201468,0.0000359217835738917,72.58924660489578,230,230,230,"[230, 230, 230]",0%,0%,0%,10%,"[0%, 0%, 0%, 10%]",91.29,0.00,0.01,"[91.29, 0.00, 0.01]",https://www.google.com/search?tbm=isch&q=munsell%20N%209%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,munsell,N 10,#FFFFFF,1.000001034687582,0.000038836899109353605,72.58924660554214,255,255,255,"[255, 255, 255]",0%,0%,0%,0%,"[0%, 0%, 0%, 0%]",100.00,0.00,0.01,"[100.00, 0.00, 0.01]",https://www.google.com/search?tbm=isch&q=munsell%20N%2010%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
