Type,Adjective,Noun,HEX,OKLCH_L,OKLCH_C,OKLCH_H,RGB_R,RGB_G,RGB_B,RGB,CMYK_C,CMYK_M,CMYK_Y,CMYK_K,CMYK,CIE_L,CIE_A,CIE_B,CIE_LAB,ERP_Code,Note,Tags,Sheen,Profile,Visual_Pattern,Tactile_Texture,Material,Illuminant,Observer,Measurement_Method,Measurement_Date,Measurement_Device,R400 nm,R410 nm,R420 nm,R430 nm,R440 nm,R450 nm,R460 nm,R470 nm,R480 nm,R490 nm,R500 nm,R510 nm,R520 nm,R530 nm,R540 nm,R550 nm,R560 nm,R570 nm,R580 nm,R590 nm,R600 nm,R610 nm,R620 nm,R630 nm,R640 nm,R650 nm,R660 nm,R670 nm,R680 nm,R690 nm,R700 nm,Spectral
DB,dulux,Dulux/Dutch DCP-1308 Stardust Ballroom,#e0d7dc,0.8877697972287723,0.011899662719251724,342.8405582875956,224,215,220,"[224, 215, 220]",0%,4%,2%,12%,"[0%, 4%, 2%, 12%]",86.82,3.85,-1.30,"[86.82, 3.85, -1.30]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20DCP-1308%20Stardust%20Ballroom%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch DCP-1309 So Dainty,#d4cad3,0.8497323920620728,0.016444342952859015,328.9221631075138,212,202,211,"[212, 202, 211]",0%,5%,0%,17%,"[0%, 5%, 0%, 17%]",82.35,4.79,-3.17,"[82.35, 4.79, -3.17]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20DCP-1309%20So%20Dainty%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch DCP-1315 Calamities,#cdcdd5,0.8506934519267154,0.010956790991409256,286.2602627152727,205,205,213,"[205, 205, 213]",4%,4%,0%,16%,"[4%, 4%, 0%, 16%]",82.58,1.11,-3.97,"[82.58, 1.11, -3.97]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20DCP-1315%20Calamities%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch DCP-1316 Savoy,#c8c8d0,0.8351772652645582,0.011008728056604761,286.25250511580134,200,200,208,"[200, 200, 208]",4%,4%,0%,18%,"[4%, 4%, 0%, 18%]",80.78,1.12,-3.99,"[80.78, 1.12, -3.99]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20DCP-1316%20Savoy%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch DCP-1318 Dusky Mood,#a6acb8,0.7433965484633002,0.01848750914244112,264.4707358237588,166,172,184,"[166, 172, 184]",10%,7%,0%,28%,"[10%, 7%, 0%, 28%]",70.15,-0.39,-6.93,"[70.15, -0.39, -6.93]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20DCP-1318%20Dusky%20Mood%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch DCP-0018 Dove White,#e9e6df,0.9253311578455631,0.009963716417114899,87.41763070351146,233,230,223,"[233, 230, 223]",0%,1%,4%,9%,"[0%, 1%, 4%, 9%]",91.38,0.14,3.81,"[91.38, 0.14, 3.81]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20DCP-0018%20Dove%20White%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch DCP-0371 Florito,#c9cbbe,0.8369042404972836,0.017903735126937364,113.81309426627644,201,203,190,"[201, 203, 190]",1%,0%,6%,20%,"[1%, 0%, 6%, 20%]",81.25,-2.44,6.27,"[81.25, -2.44, 6.27]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20DCP-0371%20Florito%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch DCP-0218 Drifting Sand,#b6b2a9,0.7642719920133622,0.013441577280784937,86.81072565375973,182,178,169,"[182, 178, 169]",0%,2%,7%,29%,"[0%, 2%, 7%, 29%]",72.71,0.27,5.16,"[72.71, 0.27, 5.16]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20DCP-0218%20Drifting%20Sand%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch DCP-0219 Camel's Hump,#989187,0.6597516436992866,0.016758094632806166,77.00510272977107,152,145,135,"[152, 145, 135]",0%,5%,11%,40%,"[0%, 5%, 11%, 40%]",60.56,1.34,6.31,"[60.56, 1.34, 6.31]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20DCP-0219%20Camel's%20Hump%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch DCP-0134 Baby Sprout,#b6a39c,0.72991417720315,0.02453040015479274,41.38375142792336,182,163,156,"[182, 163, 156]",0%,10%,14%,29%,"[0%, 10%, 14%, 29%]",68.52,6.29,6.32,"[68.52, 6.29, 6.32]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20DCP-0134%20Baby%20Sprout%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch DCP-0468 Mellow Blue,#dde8e2,0.92100407359965,0.014213872824314818,162.31463218650526,221,232,226,"[221, 232, 226]",5%,0%,3%,9%,"[5%, 0%, 3%, 9%]",91.03,-4.61,1.60,"[91.03, -4.61, 1.60]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20DCP-0468%20Mellow%20Blue%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch DCP-0456 Fair Maiden,#b3c3b9,0.8020088076104382,0.02237368106573914,158.39179719501226,179,195,185,"[179, 195, 185]",8%,0%,5%,24%,"[8%, 0%, 5%, 24%]",77.34,-7.10,3.08,"[77.34, -7.10, 3.08]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20DCP-0456%20Fair%20Maiden%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch DCP-0594 Simply Sparkling,#bccee6,0.845443188673479,0.038840310166734386,255.62125398263174,188,206,230,"[188, 206, 230]",18%,10%,0%,10%,"[18%, 10%, 0%, 10%]",81.96,-2.58,-14.07,"[81.96, -2.58, -14.07]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20DCP-0594%20Simply%20Sparkling%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch DCP-0617 John's Blue,#97b2cd,0.7524081504112002,0.049047520170106114,248.4724424180929,151,178,205,"[151, 178, 205]",26%,13%,0%,20%,"[26%, 13%, 0%, 20%]",71.22,-4.98,-16.98,"[71.22, -4.98, -16.98]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20DCP-0617%20John's%20Blue%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch DCP-0589 Celestial Horizon,#8fa4bf,0.711748441924535,0.04607197136066665,254.80537501874346,143,164,191,"[143, 164, 191]",25%,14%,0%,25%,"[25%, 14%, 0%, 25%]",66.43,-3.01,-16.52,"[66.43, -3.01, -16.52]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20DCP-0589%20Celestial%20Horizon%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch DCP-0005 Kiara,#f2ecde,0.9439778180787585,0.01971801608097247,87.48449852821909,242,236,222,"[242, 236, 222]",0%,2%,8%,5%,"[0%, 2%, 8%, 5%]",93.59,0.34,7.58,"[93.59, 0.34, 7.58]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20DCP-0005%20Kiara%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch DCP-0888 Golden Weave,#e9dec8,0.9035367246321093,0.0317433861126915,84.57349769525939,233,222,200,"[233, 222, 200]",0%,5%,14%,9%,"[0%, 5%, 14%, 9%]",88.92,1.22,12.26,"[88.92, 1.22, 12.26]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20DCP-0888%20Golden%20Weave%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch DCP-0323 Star of Gold,#c5ba9a,0.7896821712879529,0.045257520525099446,91.29441047894613,197,186,154,"[197, 186, 154]",0%,6%,22%,23%,"[0%, 6%, 22%, 23%]",75.81,0.20,17.78,"[75.81, 0.20, 17.78]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20DCP-0323%20Star%20of%20Gold%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch DCP-0281 Olive Gold,#c7bba3,0.7955881425675226,0.03557770811367411,84.56170797597656,199,187,163,"[199, 187, 163]",0%,6%,18%,22%,"[0%, 6%, 18%, 22%]",76.41,1.46,13.83,"[76.41, 1.46, 13.83]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20DCP-0281%20Olive%20Gold%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch DCP-0261 Tan Hide,#b29b79,0.7012205883620449,0.054321106223159374,77.34872639527862,178,155,121,"[178, 155, 121]",0%,13%,32%,30%,"[0%, 13%, 32%, 30%]",65.41,5.01,21.19,"[65.41, 5.01, 21.19]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20DCP-0261%20Tan%20Hide%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch 7473 Spanish Red,#732318,0.3794706027452461,0.11468391310845581,30.79181334383344,115,35,24,"[115, 35, 24]",0%,70%,79%,55%,"[0%, 70%, 79%, 55%]",26.95,35.24,27.30,"[26.95, 35.24, 27.30]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%207473%20Spanish%20Red%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch 7455 Baguio Green,#015b41,0.41784752238634504,0.08679234542106326,165.5857125416817,1,91,65,"[1, 91, 65]",99%,0%,29%,64%,"[99%, 0%, 29%, 64%]",33.62,-29.97,8.11,"[33.62, -29.97, 8.11]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%207455%20Baguio%20Green%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch 7472 Terra Cotta,#864326,0.4616723513627349,0.10094339690481467,43.02649509123472,134,67,38,"[134, 67, 38]",0%,50%,72%,47%,"[0%, 50%, 72%, 47%]",36.83,27.58,30.79,"[36.83, 27.58, 30.79]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%207472%20Terra%20Cotta%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch 7476 Brick Orange,#c27654,0.640436589452456,0.10713943078739693,44.50133597939583,194,118,84,"[194, 118, 84]",0%,39%,57%,24%,"[0%, 39%, 57%, 24%]",57.59,28.16,31.89,"[57.59, 28.16, 31.89]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%207476%20Brick%20Orange%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch 7447 Delft Blue,#003b67,0.34470914053082236,0.09392036538921146,248.49909471729018,0,59,103,"[0, 59, 103]",100%,43%,0%,60%,"[100%, 43%, 0%, 60%]",23.53,-2.90,-31.18,"[23.53, -2.90, -31.18]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%207447%20Delft%20Blue%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch 7411 Laguna White,#c8cdc9,0.8432665847700931,0.007735855130252551,151.63507676153563,200,205,201,"[200, 205, 201]",2%,0%,2%,20%,"[2%, 0%, 2%, 20%]",81.92,-2.32,1.38,"[81.92, -2.32, 1.38]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%207411%20Laguna%20White%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch 7425 Sierra Beige,#a99e80,0.700727548790348,0.043798571749916124,90.27734115751366,169,158,128,"[169, 158, 128]",0%,7%,24%,34%,"[0%, 7%, 24%, 34%]",65.47,0.52,17.28,"[65.47, 0.52, 17.28]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%207425%20Sierra%20Beige%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch D-6722 Ivory White,#eec784,0.8486621881250731,0.09566315655587868,80.42090300595413,238,199,132,"[238, 199, 132]",0%,16%,45%,7%,"[0%, 16%, 45%, 7%]",82.58,8.01,38.92,"[82.58, 8.01, 38.92]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20D-6722%20Ivory%20White%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch D-6730 Silver Gray,#857f69,0.5955925179395624,0.032956355272982414,94.51539050389556,133,127,105,"[133, 127, 105]",0%,5%,21%,48%,"[0%, 5%, 21%, 48%]",53.27,-0.51,12.88,"[53.27, -0.51, 12.88]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20D-6730%20Silver%20Gray%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch D-6740 Royal Blue,#1d375c,0.3360451941416621,0.0730523922213559,257.39183350644294,29,55,92,"[29, 55, 92]",68%,40%,0%,64%,"[68%, 40%, 0%, 64%]",22.52,0.13,-25.58,"[22.52, 0.13, -25.58]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20D-6740%20Royal%20Blue%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch D-6742 Sky Blue,#7ac2d8,0.7745819597327311,0.07845579068464528,219.31371988626609,122,194,216,"[122, 194, 216]",44%,10%,0%,15%,"[44%, 10%, 0%, 15%]",74.30,-19.17,-18.53,"[74.30, -19.17, -18.53]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20D-6742%20Sky%20Blue%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch D-6743 Ocean Blue,#4c6a74,0.5047254988312929,0.03830819832184519,220.47847039989358,76,106,116,"[76, 106, 116]",34%,9%,0%,55%,"[34%, 9%, 0%, 55%]",42.76,-9.32,-9.33,"[42.76, -9.32, -9.33]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20D-6743%20Ocean%20Blue%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch D-6771 International Red,#9d0b1e,0.4431539531433034,0.17324612609905007,23.75847572960896,157,11,30,"[157, 11, 30]",0%,93%,81%,38%,"[0%, 93%, 81%, 38%]",33.61,55.19,33.79,"[33.61, 55.19, 33.79]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20D-6771%20International%20Red%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch D-6782 Dark Chocolate,#392a27,0.30140868225385686,0.023183771493656316,31.411157878702966,57,42,39,"[57, 42, 39]",0%,26%,32%,78%,"[0%, 26%, 32%, 78%]",18.77,6.79,4.80,"[18.77, 6.79, 4.80]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20D-6782%20Dark%20Chocolate%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch D-6784 Maple,#7d5436,0.48371479648382554,0.07016163431101968,56.38546299425877,125,84,54,"[125, 84, 54]",0%,33%,57%,51%,"[0%, 33%, 57%, 51%]",39.82,15.03,24.68,"[39.82, 15.03, 24.68]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20D-6784%20Maple%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch D-6756 Jade Green,#1e6a43,0.467625799042344,0.09727601662159696,156.55017683389133,30,106,67,"[30, 106, 67]",72%,0%,37%,58%,"[72%, 0%, 37%, 58%]",39.52,-31.51,15.00,"[39.52, -31.51, 15.00]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20D-6756%20Jade%20Green%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch D-6761 Lemon Yellow,#ffc700,0.8555613271016057,0.1748816012928872,88.0006145980754,255,199,0,"[255, 199, 0]",0%,22%,100%,0%,"[0%, 22%, 100%, 0%]",83.54,10.69,84.01,"[83.54, 10.69, 84.01]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20D-6761%20Lemon%20Yellow%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch D-6765 Caterpillar Yellow,#af7c20,0.6226414419902158,0.11953708312859802,76.85766673420108,175,124,32,"[175, 124, 32]",0%,29%,82%,31%,"[0%, 29%, 82%, 31%]",56.16,14.70,54.11,"[56.16, 14.70, 54.11]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20D-6765%20Caterpillar%20Yellow%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch D-6753 Grass Green,#317455,0.5064604820746623,0.08499396777973534,160.97687162648344,49,116,85,"[49, 116, 85]",58%,0%,27%,55%,"[58%, 0%, 27%, 55%]",43.88,-28.26,10.51,"[43.88, -28.26, 10.51]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20D-6753%20Grass%20Green%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch D-6751 Dark Green,#214136,0.34682782399964135,0.04299213648530711,169.48133541603363,33,65,54,"[33, 65, 54]",49%,0%,17%,75%,"[49%, 0%, 17%, 75%]",24.80,-14.74,2.87,"[24.80, -14.74, 2.87]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20D-6751%20Dark%20Green%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch D-6776 Orange,#de4a00,0.6100094176124582,0.19496023764758552,39.12010969963717,222,74,0,"[222, 74, 0]",0%,67%,100%,13%,"[0%, 67%, 100%, 13%]",53.13,56.97,64.55,"[53.13, 56.97, 64.55]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20D-6776%20Orange%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch D-6773 Maroon,#4f2318,0.31573856309795917,0.0693480349697165,35.15637103226351,79,35,24,"[79, 35, 24]",0%,56%,70%,69%,"[0%, 56%, 70%, 69%]",20.04,20.39,17.40,"[20.04, 20.39, 17.40]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20D-6773%20Maroon%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch D-6783 Caramel Brown,#8d5033,0.4967786787595486,0.09228460016917775,45.4133736509404,141,80,51,"[141, 80, 51]",0%,43%,64%,45%,"[0%, 43%, 64%, 45%]",41.02,24.19,28.48,"[41.02, 24.19, 28.48]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20D-6783%20Caramel%20Brown%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,dulux,Dulux/Dutch VS-9101 Tulle White,#f8f8ec,0.9758741350718326,0.01582148501384042,106.61251957457011,248,248,236,"[248, 248, 236]",0%,0%,5%,3%,"[0%, 0%, 5%, 3%]",97.33,-1.53,5.80,"[97.33, -1.53, 5.80]",https://www.google.com/search?tbm=isch&q=dulux%20Dulux%2FDutch%20VS-9101%20Tulle%20White%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
