Type,Adjective,Noun,ERP_Code,Note,HEX
"DB","dulux","Dulux/Dutch VS-9104 Coast Light","","","#f0d18e"
"DB","dulux","Dulux/Dutch VS-9103 Crisp Ecru","","","#f1bf8e"
"DB","dulux","Dulux/Dutch VS-9111 Vesa Peach","","","#f3ac76"
"DB","dulux","Dulux/Dutch VS-9603 Creamy Surprises","","","#f7d99b"
"DB","dulux","Dulux/Dutch VS-9209 Beige Natural","","","#f3cd9e"
"DB","dulux","Dulux/Dutch VS-9213 Pure Ivory","","","#f7ca87"
"DB","dulux","Dulux/Dutch VS-9225 Bone Ivory","","","#ffd880"
"DB","dulux","Dulux/Dutch VS-9802 Mocha","","","#f3c683"
"DB","dulux","Dulux/Dutch VS-9220 Crisp Biscuit","","","#e3c28d"
"DB","dulux","Dulux/Dutch VS-9116 Ivory White","","","#efae52"
"DB","dulux","Dulux/Dutch VS-9108 Pawn Beige","","","#d88950"
"DB","dulux","Dulux/Dutch VS-9202 Bacon Beige","","","#e5a96b"
"DB","dulux","Dulux/Dutch VS-9602 Tinker Belles","","","#fded98"
"DB","dulux","Dulux/Dutch VS-9601 Happy Day","","","#ffca2c"
"DB","dulux","Dulux/Dutch VS-9801 Hamburger","","","#9f5224"
"DB","dulux","Dulux/Dutch VS-9805 Caramel","","","#875228"
"DB","dulux","Dulux/Dutch VS-9501 Mud Pie","","","#5b4631"
"DB","dulux","Dulux/Dutch VS-9660 Western Brown","","","#53372c"
"DB","dulux","Dulux/Dutch VS-9771 Cottage Red","","","#9b3821"
"DB","dulux","Dulux/Dutch VS-9228 Terracotta","","","#b53b26"
"DB","dulux","Dulux/Dutch VS-9770 Coral Red","","","#aa5842"
"DB","dulux","Dulux/Dutch VS-9701 Berry Rouge","","","#e36e5a"
"DB","dulux","Dulux/Dutch VS-9880 Clay","","","#e27a53"
"DB","dulux","Dulux/Dutch VS-9201 Tasty Tan","","","#e4a467"
"DB","dulux","Dulux/Dutch VS-9109 Lightning Green","","","#c7df89"
"DB","dulux","Dulux/Dutch VS-9505 Green Peace","","","#8ac867"
"DB","dulux","Dulux/Dutch VS-9503 Temptations","","","#a3cd39"
"DB","dulux","Dulux/Dutch VS-9552 Green Grass","","","#53995a"
"DB","dulux","Dulux/Dutch VS-9550 Blue Royale","","","#243f90"
"DB","dulux","Dulux/Dutch VS-9451 Blue Sea","","","#2d61ad"
"DB","dulux","Dulux/Dutch VS-9402 Blue Wings","","","#8ab1c2"
"DB","dulux","Dulux/Dutch VS-9117 Tinge Grey","","","#e2e2e2"
"DB","dulux","Dulux/Dutch VS-9305 Smoky Gray","","","#95958d"
"DB","dulux","Dulux/Dutch VS-9332 Natural Gray","","","#878787"
"DB","dulux","Dulux/Dutch VS-9301 Seal of Grey","","","#575757"
"DB","dulux","Dulux/Dutch VS-9303 Ashton Grey","","","#66665a"
